Gene,YN00_mean,YN00_median,NG86_mean,NG86_median,LWL85_mean,LWL85_median,LWL85m_mean,LWL85m_median,LPB93_mean,LPB93_median
YPR004C,0.14487642,0.086092715,0.138540423,0.082278481,0.09879676,0.058823529,0.186849589,0.1,0.180644166,0.1
YPR005C,0.29892326,0.220588235,0.25231788,0.185897436,0.193409298,0.125,0.321964261,0.25,0.331157185,0.25
YPR006C,0.453521268,0.363636364,0.354436887,0.282051282,0.249666666,0.181818182,0.393303932,0.25,0.349349763,0.25
YPR007C,0.210396499,0.20754717,0.166040205,0.164021164,0.12486851,0.12195122,0.288086975,0.266666667,0.242251704,0.222222222
YPR008W,0.369055857,0.315508021,0.298150867,0.253393665,0.224086408,0.19047619,0.473217504,0.428571429,0.471675517,0.388888889
YPR009W,0.30467838,0.208459215,0.23530417,0.159600998,0.200228412,0.139534884,0.295821482,0.222222222,0.371475496,0.225806452
YPR010C-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPR010C,0.071233465,0.02266289,0.057403108,0.016949153,0.019516747,0,0.033578697,0,0.034849829,0
YPR011C,0.176477281,0.147368421,0.155575007,0.128571429,0.122315641,0.111111111,0.207646785,0.136363636,0.195965225,0.133333333
YPR012W,1.738992893,2.338582677,1.074204368,1.452513966,0.928246774,1.25,0.709915303,0.52173913,1.953492875,2.636363636
YPR013C,0.511500244,0.371794872,0.411792325,0.297413793,0.525694039,0.3,0.37685962,0.285714286,0.89252579,0.4
YPR014C,0.285692377,0.200934579,0.212373324,0.150943396,0.168645573,0.103448276,0.262541615,0.166666667,0.313077447,0.176470588
YPR015C,0.241905865,0.164502165,0.179559905,0.121107266,0.152496775,0.1,0.249127552,0.133333333,0.254455446,0.146341463
YPR016C,0.02062281,0,0.018458518,0,0.009610315,0,0.037649531,0,0.021334111,0
YPR016W-A,0.394953222,0.409836066,0.396192812,0.412087912,0.340780565,0.35,0.390164529,0.35,0.426707389,0.4
YPR017C,0.191850808,0.164490862,0.147081517,0.125531915,0.112042037,0.098039216,0.200846757,0.117647059,0.214254315,0.136363636
YPR018W,0.431478319,0.373076923,0.327317868,0.282467532,0.27496333,0.242424242,0.443238751,0.461538462,0.560618605,0.5
YPR019W,0.141973,0.096446701,0.121260898,0.080924855,0.049324109,0,0.076328376,0.066666667,0.129007734,0.076923077
YPR020W,0.143289904,0,0.109159132,0,0.085385285,0,0.037384953,0,0.184666856,0
YPR021C,0.206879899,0.117647059,0.156626889,0.088050314,0.085386435,0.043478261,0.12076513,0.090909091,0.187942546,0.096774194
YPR022C,0.229826173,0.16,0.168241507,0.119047619,0.103230361,0.0625,0.142082416,0.090909091,0.168228826,0.111111111
YPR023C,0.109738296,0.095041322,0.079679694,0.068627451,0.067557364,0.050847458,0.115356716,0.090909091,0.121845416,0.090909091
YPR024W,0.107469093,0.053097345,0.088860492,0.045454545,0.069280824,0.05,0.142251341,0.08,0.118379401,0.071428571
YPR025C,0.199523086,0.153508772,0.153048641,0.11827957,0.139428044,0.114285714,0.289047525,0.238095238,0.271529578,0.19047619
YPR026W,0.185591929,0.119402985,0.129884589,0.08315565,0.066503063,0.04,0.103736673,0.071428571,0.105654629,0.071428571
YPR027C,0.180230122,0.091428571,0.166264908,0.083783784,0.1420895,0.075,0.067838261,0.035714286,0.227592208,0.076923077
YPR028W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPR029C,0.375559127,0.273809524,0.269272,0.196261682,0.230488101,0.153846154,0.297856461,0.166666667,0.282621274,0.166666667
YPR030W,0.285441121,0.208333333,0.226941063,0.162393162,0.156043373,0.105263158,0.240190636,0.181818182,0.238281569,0.166666667
YPR031W,0.411730265,0.344827586,0.32213502,0.26984127,0.338105869,0.25,0.672511569,0.428571429,0.602449942,0.4
YPR032W,0.446342161,0.305,0.373492399,0.258928571,0.368726298,0.25,0.761891454,0.666666667,0.599325258,0.428571429
YPR033C,0.152138774,0.091397849,0.127184065,0.074418605,0.073408356,0,0.175305594,0.076923077,0.193883893,0.076923077
YPR034W,0.212295657,0.136986301,0.146457067,0.09375,0.084691314,0,0.156272833,0.090909091,0.150666458,0.045454545
YPR035W,0.010285025,0,0.008244071,0,0.010073534,0,0.015830903,0,0.018526065,0
YPR036W-A,0.062218262,0,0.044303628,0,0.037535573,0,0.07674151,0,0.072526844,0
YPR036W,0.212541014,0.208333333,0.146471,0.142857143,0.061772779,0,0.30420607,0.2,0.314812858,0.2
YPR037C,0.13394447,0,0.097565944,0,0.084396309,0,0.070375504,0,0.145312474,0
YPR038W,0.259606459,0,0.189978441,0,0.173255397,0,0.31424381,0.16,0.2939478,0
YPR039W,0.689975391,0.754545455,0.528446271,0.582089552,0.483466949,0.5,1.008489585,1.125,1.061756123,0.916666667
YPR040W,0.099079497,0,0.070909975,0,0.082980672,0,0.156993696,0,0.169438989,0
YPR041W,0.018893058,0,0.015183513,0,0.012910143,0,0.011519537,0,0.011658691,0
YPR042C,0.266451049,0.166666667,0.208694822,0.131147541,0.162125612,0.083333333,0.244139558,0.166666667,0.233511147,0.153846154
YPR043W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPR044C,0.0758595,0,0.066533745,0,0.083724425,0,0.060788032,0,0.190538436,0
YPR045C,0.251196492,0.152671756,0.175242912,0.105882353,0.092261072,0,0.133044039,0.083333333,0.239762095,0.1
YPR046W,0.32066147,0.226890756,0.194260204,0.139534884,0.159544611,0.137931034,0.308911386,0.105263158,0.376220567,0.19047619
YPR047W,0.157012612,0.090909091,0.120423036,0.067669173,0.071244366,0,0.067685075,0,0.110242064,0.052631579
YPR048W,0.456145278,0.349206349,0.366763514,0.28,0.349749443,0.25,0.68379423,0.5,0.705290574,0.5
YPR049C,0.393245806,0.330188679,0.293674848,0.251748252,0.211071649,0.166666667,0.366859992,0.3,0.373378158,0.3
YPR050C,0.540981121,0.44375,0.383055692,0.310679612,0.325367267,0.272727273,0.364835328,0.5,0.525311803,0.5
YPR051W,0.043127949,0,0.033636892,0,0.026305621,0,0.025350921,0,0.063706856,0
YPR052C,0.009424043,0,0.00582786,0,0.004728309,0,0.007353356,0,0.00908486,0
YPR053C,0.458936295,0.438356164,0.328098433,0.311827957,0.274795017,0.2,0.545189602,0.5,0.540832602,0.333333333
YPR054W,0.097530886,0,0.068195113,0,0.061772073,0,0.100703299,0.04,0.110115902,0
YPR055W,0.260782837,0.149659864,0.178544278,0.102040816,0.115845327,0.0625,0.180810664,0.142857143,0.187836864,0.111111111
YPR056W,0.113982272,0.065,0.106336122,0.060747664,0.082166072,0.043478261,0.111226312,0.076923077,0.168784121,0.076923077
YPR057W,0.244563542,0.255892256,0.16934051,0.176470588,0.169682977,0.186046512,0.143206241,0.112903226,0.228532206,0.217391304
YPR058W,0.087694137,0,0.07238404,0,0.05380624,0,0.07026342,0,0.088263207,0
YPR059C,0.050866068,0,0.043234011,0,0.035688628,0,0.078148806,0,0.077528905,0
YPR060C,0.05065843,0,0.038342564,0,0.025553947,0,0.054757517,0,0.058294053,0
YPR061C,0.374690849,0.258333333,0.264918775,0.179487179,0.221842791,0.117647059,0.428324317,0.1875,0.440056435,0.25
YPR062W,0.051544119,0,0.037977993,0,0.056263295,0,0.013029574,0,0.095806664,0
YPR063C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPR064W,0.37392647,0.227272727,0.268717929,0.164102564,0.240571406,0.142857143,0.44903931,0.230769231,0.354286694,0.153846154
YPR065W,0.488314582,0.333333333,0.291944554,0.197478992,0.241227674,0.16,0.230628922,0.184210526,0.401394517,0.214285714
YPR066W,0.232966312,0.197452229,0.166088469,0.14,0.121115338,0.090909091,0.147771999,0.125,0.183272471,0.142857143
YPR067W,0.314624713,0.252525253,0.236353116,0.191056911,0.190703266,0.148148148,0.186740711,0.125,0.236178589,0.166666667
YPR068C,0.489143673,0.353658537,0.367960756,0.264705882,0.305159308,0.214285714,0.458959564,0.333333333,0.588297271,0.444444444
YPR069C,0.057464115,0,0.043825059,0,0.029077946,0,0.027809285,0,0.039186024,0
YPR070W,0.286364007,0.228571429,0.225869697,0.180722892,0.148455894,0.111111111,0.263884886,0.25,0.280624702,0.25
YPR071W,2.471231559,2.3125,2.151335766,2.023041475,1.580041725,1.425,2.789130784,3,2.769240157,2.608695652
YPR072W,0.112873675,0.052287582,0.079976904,0.039215686,0.046545066,0,0.111900018,0,0.094499031,0
YPR073C,0.124198993,0.088050314,0.085258072,0.060747664,0.060180602,0.034482759,0.077684723,0,0.145822631,0.066666667
YPR074C,0.051675686,0,0.036853616,0,0.02431233,0,0.045414191,0,0.039878058,0
YPR074W-A,0.173286109,0,0.125858795,0,0.125565726,0,0.162944534,0,0.236263914,0
YPR075C,0.216982522,0.196969697,0.15975779,0.145454545,0.143469425,0.117647059,0.251700779,0.2,0.255163723,0.2
YPR076W,0.160127023,0,0.10247932,0,0.085054407,0,0.351577828,0,0.184729927,0
YPR077C,0.600933196,0.433333333,0.412683444,0.296610169,0.338446925,0.230769231,0.43538747,0.272727273,0.435312755,0.333333333
YPR078C,0.227226056,0.16,0.193615037,0.1328125,0.17088186,0.111111111,0.14439021,0.066666667,0.273761569,0.15
YPR079W,0.232201586,0.188481675,0.176896459,0.145299145,0.14799366,0.12,0.276558885,0.25,0.283616886,0.222222222
YPR080W,0.043959418,0,0.032156445,0,0.000536502,0,0.02170476,0,0.019196301,0
YPR081C,0.391229421,0.324786325,0.284694632,0.234899329,0.246731816,0.1875,0.431297795,0.3,0.452196942,0.333333333
YPR082C,0.290872038,0.340659341,0.217490312,0.254385965,0.153858487,0.166666667,0.151528004,0.046511628,0.438526469,0.5
YPR083W,0.224920794,0.164383562,0.165422492,0.120218579,0.111457613,0.071428571,0.163036854,0.111111111,0.198416541,0.107142857
YPR084W,0.253236548,0.185185185,0.208855352,0.158730159,0.126480715,0.083333333,0.150473054,0.130434783,0.193078876,0.133333333
YPR085C,0.20657627,0.121387283,0.16313222,0.091346154,0.112698943,0.043478261,0.170019821,0.086956522,0.192293185,0.086956522
YPR086W,0.039478053,0,0.034465769,0,0.025215274,0,0.042888823,0,0.045865347,0
YPR087W,0.613942812,0.446601942,0.457546426,0.330708661,0.405798609,0.307692308,0.1755415,0.157894737,0.540953762,0.333333333
YPR088C,0.104429952,0,0.0893312,0,0.026136591,0,0.044157756,0,0.042257609,0
YPR089W,0.460900297,0.384615385,0.317764358,0.269230769,0.221993059,0.166666667,0.206251919,0.15,0.301661093,0.25
YPR091C,0.245326362,0.19047619,0.179288654,0.13836478,0.129664397,0.095238095,0.158327152,0.142857143,0.213157389,0.153846154
YPR092W,0.61085337,0.752066116,0.407073725,0.503030303,0.530029132,0.444444444,0.521033368,0.555555556,1.357734822,0.888888889
YPR093C,0.419793778,0.376470588,0.303808664,0.277777778,0.240178505,0.208333333,0.505558803,0.384615385,0.439649242,0.333333333
YPR094W,0.005305336,0,0.004214177,0,0.005978158,0,0.016145257,0,0.012152417,0
YPR095C,0.357609216,0.291262136,0.265556268,0.220472441,0.207605109,0.166666667,0.317906364,0.266666667,0.361505232,0.272727273
YPR096C,0.917641208,1.046153846,0.695806321,0.8,0.615535862,0.705882353,1.493234941,1.666666667,1.239786733,1.333333333
YPR097W,0.256990285,0.159235669,0.194644961,0.121212121,0.128403357,0.071428571,0.183233524,0.125,0.192249344,0.133333333
YPR098C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPR099C,0.095420884,0,0.071535776,0,0.05985888,0,0.175862981,0,0.090242139,0
YPR100W,0.045113047,0,0.03505701,0,0.035986599,0,0.044924019,0,0.051751117,0
YPR101W,0.993136539,0.671052632,0.776937725,0.527472527,0.545484756,0.4,0.299962231,0.2,0.571340435,0.466666667
YPR102C,0.00335878,0,0.002502258,0,0.001894275,0,0.003365493,0,0.003233561,0
YPR103W,0.096394834,0,0.078448543,0,0.083992453,0.03125,0.054606554,0,0.102920503,0.043478261
YPR104C,0.327384555,0.270676692,0.269474061,0.219354839,0.182571556,0.157894737,0.238322807,0.2,0.24033644,0.1875
YPR105C,0.433209338,0.296296296,0.298159963,0.211267606,0.240361797,0.133333333,0.462885559,0.285714286,0.411361359,0.25
YPR106W,0.14355947,0.087719298,0.121423643,0.074906367,0.088175816,0.04,0.176480062,0.095238095,0.152452151,0.076923077
YPR107C,0.295826509,0.280821918,0.261082609,0.24691358,0.202606808,0.176470588,0.467455354,0.388888889,0.485454414,0.444444444
YPR108W-A,0.723717791,0.788235294,0.5523826,0.617647059,0.760107795,0.545454545,0.910396474,0.684210526,1.353813604,1
YPR108W,0.159435477,0.113989637,0.112628605,0.081300813,0.105318905,0.066666667,0.125200665,0.1,0.142171974,0.083333333
YPR109W,0.210550297,0.160427807,0.195385349,0.145,0.196958741,0.083333333,0.135904156,0.076923077,0.389842473,0.105263158
YPR110C,0.094588001,0.083870968,0.080108746,0.072222222,0.061510041,0.052631579,0.115134698,0.090909091,0.105081211,0.090909091
YPR111W,0.226245364,0.210526316,0.185673597,0.172727273,0.148244193,0.130434783,0.260157738,0.25,0.257475401,0.222222222
YPR112C,0.25858287,0.172413793,0.200456444,0.136,0.139250771,0.086956522,0.265772761,0.142857143,0.255364113,0.15
YPR113W,0.192157408,0.132075472,0.142426571,0.099009901,0.080887505,0.047619048,0.094656217,0.03030303,0.169222363,0.076923077
YPR114W,0.15366805,0.087209302,0.099533048,0.058577406,0.071095405,0.038461538,0.06240031,0.032258065,0.099296133,0.05
YPR115W,0.414463302,0.313513514,0.32222507,0.24,0.293714067,0.217391304,0.429096443,0.266666667,0.420633708,0.275862069
YPR116W,0.740926013,0.664772727,0.588318289,0.531100478,0.525651728,0.529411765,0.802839069,0.65,0.892212088,0.833333333
YPR117W,0.407789456,0.305555556,0.33376302,0.25,0.195294906,0.166666667,0.309369072,0.25,0.305044085,0.25
YPR118W,0.331285657,0.264,0.293425548,0.233576642,0.27088606,0.222222222,0.481910021,0.333333333,0.429866795,0.333333333
YPR119W,0.113035569,0.066176471,0.095596319,0.056962025,0.03876784,0,0.1297298,0,0.146680046,0
YPR120C,0.360098754,0.280701754,0.255876206,0.197278912,0.124424126,0.1,0.373444643,0.333333333,0.298471763,0.222222222
YPR121W,0.467168516,0.394957983,0.432892402,0.362204724,0.388063711,0.272727273,0.266526004,0.25,0.635772507,0.4
YPR122W,0.397094635,0.3,0.293892221,0.222222222,0.179769198,0.1,0.26032244,0.222222222,0.259894027,0.2
YPR123C,0.431194556,0.465753425,0.296413667,0.322916667,0.131565823,0.0625,0.191138157,0.111111111,0.233861971,0.111111111
YPR124W,0.11241229,0.083969466,0.085844903,0.062111801,0.081373396,0.058823529,0.130627744,0.1,0.117272364,0.066666667
YPR125W,0.145832417,0.076923077,0.093953303,0.051212938,0.046237291,0,0.113094497,0.0625,0.134095676,0.066666667
YPR126C,0.610333815,0.5,0.352230688,0.287671233,0.559544546,0.266666667,0.6046963,0.555555556,1.120388373,0.555555556
YPR127W,0.230623361,0.164177456,0.166695289,0.118971061,0.133253247,0.088235294,0.222719026,0.125,0.202737946,0.115384615
YPR128C,0.255151847,0.194444444,0.20508214,0.152941176,0.155911432,0.111111111,0.321147609,0.2,0.310161685,0.2
YPR129W,0.32718664,0.236363636,0.261015032,0.190839695,0.219893628,0.166666667,0.481978416,0.3125,0.411653274,0.263157895
YPR130C,0.509356461,0,0.380812674,0,0.351052189,0,3.105124399,4,0.688202539,0
YPR131C,0.064374898,0,0.048422188,0,0.043536418,0,0.072667666,0,0.067213185,0
YPR132W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPR133C,0.232365281,0.180327869,0.179387138,0.141891892,0.163507453,0.125,0.168963443,0.125,0.217433805,0.133333333
YPR133W-A,0.005441923,0,0.002935288,0,0.002577234,0,0.006586899,0,0.004979341,0
YPR134W,0.713344027,0.554347826,0.548902734,0.428571429,0.448030288,0.333333333,0.567982666,0.5,1.008826043,0.833333333
YPR135W,0.247451972,0.091463415,0.196418374,0.072580645,0.153941025,0.042553191,0.149929788,0.078947368,0.215826685,0.078947368
YPR136C,0.176508444,0.159340659,0.125100153,0.112554113,0.09818068,0.083333333,0.111520219,0.090909091,0.115680893,0.090909091
YPR137W,0.210132799,0.183962264,0.176413968,0.158995816,0.119278169,0.115384615,0.166780834,0.142857143,0.181637919,0.142857143
YPR138C,0.159432789,0.09,0.132711313,0.077586207,0.065602522,0,0.217601638,0.111111111,0.175025559,0.03030303
YPR139C,0.063694094,0,0.045741877,0,0.035753644,0,0.048563122,0,0.047816155,0
YPR140W,0.170276685,0.116504854,0.142195237,0.094827586,0.12111246,0.083333333,0.146427161,0.1,0.186876587,0.105263158
YPR141C,0.207680421,0.153024911,0.17082376,0.125,0.106709547,0.0625,0.165868142,0.090909091,0.194587519,0.090909091
YPR142C,0.370026144,0.26440678,0.272782173,0.199445983,0.232857602,0.142857143,0.181186348,0.117647059,0.422503697,0.222222222
YPR143W,0.30900384,0.246666667,0.214121022,0.170854271,0.159154303,0.137931034,0.350807858,0.285714286,0.418571051,0.285714286
YPR144C,0.279802096,0.225,0.186410482,0.145454545,0.103767855,0.083333333,0.160999495,0.125,0.229754893,0.166666667
YPR145C-A,0.091863194,0,0.079367662,0,0.067649224,0,0.051087774,0,0.165047023,0
YPR145W,0.06300363,0,0.047524436,0,0.043396398,0,0.080078702,0,0.077548021,0
YPR146C,0.474444963,0.545454545,0.475909722,0.560283688,0.43941118,0.142857143,0.205916804,0.153846154,0.931511494,0.5
YPR147C,0.253359606,0.174418605,0.206798922,0.14,0.157415874,0.090909091,0.182546498,0.136363636,0.224233598,0.125
YPR148C,0.203761209,0.1375,0.135017306,0.091743119,0.103181174,0.064516129,0.193797919,0.142857143,0.173677707,0.133333333
YPR149W,0.034273407,0,0.024439339,0,0.0230583,0,0.026974429,0,0.031904257,0
YPR150W,0.29391928,0.231404959,0.191272747,0.151515152,0.095759967,0.045454545,0.169526819,0.076923077,0.18264137,0.076923077
YPR151C,0.107792264,0,0.071202522,0,0.065218794,0,0.150601482,0.074074074,0.101312613,0
YPR152C,0.604752503,0.521008403,0.371348224,0.321637427,0.293399127,0.272727273,0.711062084,0.6,0.614538355,0.5
YPR153W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPR154W,0.175575584,0.118644068,0.140557052,0.095238095,0.119967289,0.090909091,0.078129264,0.029411765,0.128337386,0.074074074
YPR155C,0.500698689,0.410714286,0.357672086,0.291666667,0.290931671,0.2,0.521671516,0.333333333,0.585087368,0.315789474
YPR156C,0.059336773,0.041916168,0.054384644,0.038251366,0.023072564,0,0.03124227,0,0.031369504,0
YPR157W,0.330864321,0.25974026,0.239635048,0.187817259,0.182009657,0.142857143,0.374598838,0.3125,0.394559012,0.333333333
YPR158W,0.251901086,0.215139442,0.183590034,0.155279503,0.138910463,0.111111111,0.374872366,0.333333333,0.359854253,0.333333333
YPR159C-A,0.732211451,0.643867925,0.790425011,0.706329114,0.747075104,0.682926829,1.22655387,1.066666667,1.095840201,0.966666667
YPR159W,0.253448664,0.233766234,0.236707826,0.222222222,0.154531773,0.125,0.239456912,0.153846154,0.261859066,0.181818182
YPR160C-A,0.095742076,0,0.070822184,0,0.02349326,0,0.056398966,0,0.041502676,0
YPR160W-A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YPR160W,0.216065868,0.165289256,0.158303943,0.123376623,0.090163735,0.0625,0.19163762,0.142857143,0.217065824,0.166666667
YPR161C,0.23650597,0.184782609,0.203233108,0.160194175,0.124638558,0.095238095,0.179419987,0.142857143,0.237471676,0.166666667
YPR162C,0.571510685,0.391304348,0.438508656,0.285714286,0.313897069,0.222222222,1.150566003,0.666666667,0.912009937,0.6
YPR163C,0.080850549,0.044247788,0.074432572,0.041666667,0.064710525,0.04,0.086105383,0.058823529,0.113590754,0.060606061
YPR164W,0.272432059,0.258992806,0.203735769,0.194444444,0.121618966,0.142857143,0.214607783,0.214285714,0.223214283,0.222222222
YPR165W,0.045621609,0,0.036644067,0,0.033759633,0,0.046525577,0,0.057650558,0
YPR166C,0.018218947,0,0.013094191,0,0.020495622,0,0.040493907,0,0.07742423,0
YPR167C,0.116484412,0.080717489,0.077569476,0.052980132,0.089503953,0.052631579,0.179787085,0.142857143,0.201918075,0.137931034
YPR168W,0.029097765,0,0.020168675,0,0.010681938,0,0.022269873,0,0.021591709,0
YPR169W-A,0.034246859,0,0.032077863,0,0.030389491,0,0.045879856,0,0.048714523,0
YPR169W,0.33173547,0.271929825,0.254552536,0.206896552,0.173226537,0.142857143,0.431589022,0.4,0.505215621,0.333333333
YPR170C,0.136303461,0,0.11791655,0,0.092770093,0,0.183694043,0,0.158972722,0
YPR170W-A,0.245955444,0.410526316,0.182148929,0.309012876,0.23223521,0,0.467185437,0,0.386304471,0
YPR170W-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPR171W,0.549247653,0.402173913,0.426542028,0.333333333,0.45390988,0.277777778,0.310183632,0.259259259,0.480280948,0.318181818
YPR172W,0.256168455,0.167247387,0.167431548,0.109137056,0.146474341,0.090909091,0.304819498,0.205882353,0.287561025,0.166666667
YPR173C,0.027144468,0,0.019890413,0,0.017964554,0,0.030873278,0,0.023879596,0
YPR174C,0.758133633,0.6875,0.507829733,0.457364341,0.405517986,0.357142857,0.91222908,0.583333333,0.823974027,0.642857143
YPR175W,0.423089252,0.248120301,0.346715422,0.2,0.312264381,0.166666667,0.266021024,0.2,0.551890864,0.21875
YPR176C,0.265104035,0.194312796,0.24135612,0.175438596,0.205003699,0.142857143,0.352928491,0.275862069,0.418430868,0.25
YPR177C,0.338739108,0.23255814,0.251943241,0.172897196,0.216057115,0.130434783,0.336863277,0.142857143,0.287813919,0.130434783
YPR178W,0.29705526,0.252173913,0.252922028,0.217054264,0.191928841,0.142857143,0.366830501,0.333333333,0.321034707,0.25
YPR179C,0.292295936,0.232432432,0.215532291,0.170603675,0.157664984,0.12,0.228122363,0.19047619,0.29393662,0.2
